learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,mean_rmse,mean_mae,mean_r2,mean_mape
0.01,8,1,0.7,0.6,51.07642441259693,20.352467756523655,0.89626703533324,8.122410883860498
0.01,8,3,0.85,0.8,51.086202477763756,20.550975338163823,0.8962195092902346,8.299428044587122
0.01,8,1,0.85,0.8,51.08877657427453,20.53450814968694,0.8962481154155961,8.294807341088017
0.01,8,2,0.7,0.6,51.0993842884674,20.346581534733843,0.8961858948970947,8.116151040089926
0.01,8,2,0.85,0.6,51.10120347565735,20.3039699958115,0.8961058673305612,8.116226848579025
0.01,8,3,0.85,0.6,51.18984066844763,20.29281422509087,0.8957369072833746,8.09934691709558
0.01,8,2,0.7,0.8,51.204683655527255,20.579004985062525,0.8957543576133622,8.297095160286077
0.01,8,3,0.7,0.6,51.22549515367139,20.382965598938952,0.8956387193744868,8.120337718452724
0.01,8,1,0.7,0.8,51.25339887733717,20.58429510389055,0.8955535821192059,8.296137514137115
0.01,10,1,0.7,0.6,51.312421636364064,20.213030561618698,0.8953653777943535,8.103863661693051
0.01,8,3,0.7,0.8,51.33950714644255,20.591068091417743,0.8952148685068917,8.282768173700454
0.01,6,1,0.7,0.6,51.35974438920695,20.73781671453405,0.8951380596678622,8.143562227620073
0.01,6,3,0.7,0.6,51.37720519413184,20.770593417334172,0.8950925048364413,8.1478537174284
0.01,6,2,0.7,0.6,51.43906431113548,20.765157526611645,0.8948559156331859,8.144683789186708
0.01,10,2,0.7,0.6,51.440797746599614,20.244803411090178,0.8948075084600434,8.094054273053276
0.01,6,2,0.85,0.6,51.45173281304011,20.791162170934925,0.894771585462347,8.167307397076483
0.01,6,3,0.85,0.6,51.47679247115633,20.79753780001685,0.894630485002806,8.167475971138366
0.01,6,1,0.85,0.6,51.485017110411704,20.815679646446586,0.8946178202717804,8.173372388982273
0.01,6,3,0.7,0.8,51.57726917373565,21.058789163014243,0.8943030068949762,8.296445271456193
0.01,6,1,0.7,0.8,51.610619082749,21.073002548015936,0.8941768161704671,8.307431587637534
0.01,10,3,0.7,0.6,51.61350103069488,20.256418715381113,0.8940855640291385,8.092081166840021
0.01,6,2,0.7,0.8,51.643181443991296,21.086583515348885,0.8940508197898606,8.301791651196513
0.01,6,3,0.85,0.8,51.764745313975766,21.13262978770745,0.8935288286729184,8.313994541137252
0.01,6,2,0.85,0.8,51.78902685391463,21.1627137195244,0.8933999124239539,8.328054798374817
0.01,10,2,0.7,0.8,51.795357066808435,20.444210075095842,0.8933906350706174,8.244465337422564
0.01,6,1,0.85,0.8,51.84812412005439,21.164920189468944,0.8931780868412291,8.327998264804638
0.01,10,1,0.85,0.6,51.85845881235552,20.260799715758626,0.893123953927907,8.098724503125531
0.01,10,1,0.7,0.8,51.86962122814165,20.46243128519209,0.8930854307036709,8.259741311173723
0.01,10,3,0.7,0.8,51.940854906318904,20.461396538063326,0.8928240073675955,8.243609147745527
0.01,10,2,0.85,0.6,52.02793467287357,20.29869530147976,0.892454055350427,8.097287544552598
0.01,10,3,0.85,0.6,52.22147451137121,20.292057155427475,0.8917211551304145,8.086655294396323
0.01,10,1,0.85,0.8,52.49314053118324,20.577346317351804,0.8905037734873207,8.285380053455519
0.01,10,3,0.85,0.8,52.49551900197066,20.564346504009585,0.8905235425667588,8.274084442132889
0.01,10,2,0.85,0.8,52.49785680300716,20.590503713012367,0.8905322169658896,8.288586783949805
