feature,importance,split
DTF_season_cos_-0.4623048304798108,0.0,1
DTF_season_cos_-0.4469834295196741,0.0,1
DTF_season_cos_-0.4315297589714714,0.0,1
DTF_season_cos_-0.4159483918249421,0.0,1
DTF_season_cos_-0.4002439388573056,0.0,1
DTF_season_cos_-0.3844210472688554,0.0,1
DTF_season_cos_-0.3684843993077793,0.0,1
DTF_season_cos_-0.3524387108846032,0.0,1
DTF_season_cos_-0.3362887301766828,0.0,1
DTF_season_cos_-0.3200392362231385,0.0,1
DTF_season_cos_-0.3036950375106588,0.0,1
DTF_season_cos_-0.2872609705505963,0.0,1
DTF_season_cos_-0.2707418984477642,0.0,1
DTF_season_cos_-0.2541427094613622,0.0,1
DTF_season_cos_-0.2374683155584684,0.0,1
DTF_season_cos_-0.2207236509605022,0.0,1
DTF_season_cos_-0.2039136706831147,0.0,1
DTF_season_cos_-0.1870433490699165,0.0,1
DTF_season_cos_-0.1701176783204905,0.0,1
DTF_season_cos_-0.15314166701312,0.0,1
DTF_season_cos_-0.136120338622667,0.0,1
DTF_season_cos_-0.1190587300340498,0.0,1
DTF_season_cos_-0.1019618900517457,0.0,1
DTF_season_cos_-0.0848348779057653,0.0,1
DTF_season_cos_-0.0676827617545516,0.0,1
DTF_season_cos_-0.0505106171852228,0.0,1
DTF_season_cos_-0.0333235257116313,0.0,1
DTF_season_cos_-0.0161265732706577,0.0,1
DTF_season_cos_0.0010751512827982,0.0,1
DTF_season_cos_0.0182765576816912,0.0,1
DTF_season_cos_0.0354725557531255,0.0,1
DTF_season_cos_0.052658056924614,0.0,1
DTF_season_cos_0.0698279757298708,0.0,1
DTF_season_cos_0.0869772313136861,0.0,1
DTF_season_cos_0.1041007489354256,0.0,1
DTF_season_cos_0.121193461470736,0.0,1
DTF_season_cos_0.1382503109109819,0.0,1
DTF_season_cos_0.1552662498599956,0.0,1
DTF_season_cos_0.172236243027682,0.0,1
DTF_season_cos_0.1891552687200409,0.0,1
DTF_season_cos_0.2060183203251708,0.0,1
DTF_season_cos_0.2228204077947995,0.0,1
DTF_season_cos_0.239556559120927,0.0,1
DTF_season_cos_0.2562218218071163,0.0,1
DTF_season_cos_0.2728112643340191,0.0,1
DTF_season_cos_0.2893199776186952,0.0,1
DTF_season_cos_0.3057430764672831,0.0,1
DTF_season_cos_0.3220757010206104,0.0,1
DTF_season_cos_0.3383130181923076,0.0,1
DTF_season_cos_0.3544502230989869,0.0,1
DTF_season_cos_0.3704825404820963,0.0,1
DTF_season_cos_0.3864052261209853,0.0,1
DTF_season_cos_0.4022135682368036,0.0,1
DTF_season_cos_0.4179028888867866,0.0,1
DTF_season_cos_0.4334685453485363,0.0,1
DTF_season_cos_0.4489059314938798,0.0,1
DTF_season_cos_0.4642104791518923,0.0,1
DTF_season_cos_0.4793776594606945,0.0,1
DTF_season_cos_0.4944029842076181,0.0,1
DTF_season_cos_0.5092820071573356,0.0,1
DTF_season_cos_0.5240103253675756,0.0,1
DTF_season_cos_0.5385835804920232,0.0,1
DTF_season_cos_0.5529974600700271,0.0,1
DTF_season_cos_0.5672476988027229,0.0,1
DTF_season_cos_0.5813300798152042,0.0,1
DTF_season_cos_0.5952404359043674,0.0,1
DTF_season_cos_0.6089746507720486,0.0,1
DTF_season_cos_0.6225286602431057,0.0,1
DTF_season_cos_0.6358984534680745,0.0,1
DTF_season_cos_0.6490800741100398,0.0,1
DTF_season_cos_0.6620696215153815,0.0,1
DTF_season_cos_0.6748632518680403,0.0,1
DTF_season_cos_0.6874571793269664,0.0,1
DTF_season_cos_0.699847677146407,0.0,1
DTF_season_cos_0.7120310787787131,0.0,1
DTF_season_cos_0.7240037789593305,0.0,1
DTF_season_cos_0.7357622347736527,0.0,1
DTF_season_cos_0.7473029667054296,0.0,1
DTF_season_cos_0.75862255966641,0.0,1
DTF_season_cos_0.7697176640069211,0.0,1
DTF_season_cos_0.7805849965070866,0.0,1
DTF_season_cos_0.7912213413483807,0.0,1
DTF_season_cos_0.801623551065242,0.0,1
DTF_season_cos_0.8117885474764613,0.0,1
DTF_season_cos_0.8217133225960589,0.0,1
DTF_season_cos_0.8313949395234058,0.0,1
DTF_season_cos_0.8408305333122887,0.0,1
DTF_season_cos_0.8500173118187018,0.0,1
DTF_season_cos_0.8589525565270845,0.0,1
DTF_season_cos_0.8676336233547726,0.0,1
DTF_season_cos_0.8760579434344281,0.0,1
DTF_season_cos_0.8842230238742036,0.0,1
DTF_season_cos_0.8921264484954345,0.0,1
DTF_season_cos_0.8997658785476209,0.0,1
DTF_season_cos_0.9071390534005044,0.0,1
DTF_season_cos_0.9142437912130223,0.0,1
DTF_season_cos_0.9210779895789526,0.0,1
DTF_season_cos_0.9276396261490468,0.0,1
DTF_season_cos_0.9339267592294762,0.0,1
DTF_season_cos_0.9399375283564132,0.0,1
DTF_season_cos_0.9456701548465688,0.0,1
DTF_season_cos_0.9511229423235356,0.0,1
DTF_season_cos_0.956294277219772,0.0,1
DTF_season_cos_0.9611826292540836,0.0,1
DTF_season_cos_0.9657865518844574,0.0,1
DTF_season_cos_0.9701046827361176,0.0,1
DTF_season_cos_0.974135744004672,0.0,1
DTF_season_cos_0.9778785428342386,0.0,1
DTF_season_cos_0.9813319716704276,0.0,1
DTF_season_cos_0.9821499931752292,0.0,1
DTF_season_cos_0.9844950085880858,0.0,1
DTF_season_cos_0.985240282501282,0.0,1
DTF_season_cos_0.9873667175937016,0.0,1
DTF_season_cos_0.988039023376751,0.0,1
DTF_season_cos_0.989946248902378,0.0,1
DTF_season_cos_0.9905453876091832,0.0,1
DTF_season_cos_0.9922328391893008,0.0,1
DTF_season_cos_0.9927586335250792,0.0,1
DTF_season_cos_0.994225811815616,0.0,1
DTF_season_cos_0.9946781061893646,0.0,1
DTF_season_cos_0.99592457702866,0.0,1
DTF_season_cos_0.9963032375991964,0.0,1
DTF_season_cos_0.9973286321364752,0.0,1
DTF_season_cos_0.9976335468520452,0.0,1
DTF_season_cos_0.9984375616565666,0.0,1
DTF_season_cos_0.9986686402879996,0.0,1
DTF_season_cos_0.999251037438848,0.0,1
DTF_season_cos_0.9994082116062598,0.0,1
DTF_season_cos_0.999768818762748,0.0,1
DTF_season_cos_0.9998520419557736,0.0,1
DTF_season_cos_0.9999907524084426,0.0,1
DTF_season_sin_0.3047192331091634,0.0,1
DTF_season_sin_0.2049661139694953,0.0,1
DTF_season_cos_0.9524422234305676,0.0,1
DTF_season_cos_0.9623603298276544,0.0,1
DTF_season_cos_0.9787690698649216,0.0,1
DTF_season_sin_0.2217721575564818,0.0,1
DTF_season_sin_0.2717767384711357,0.0,1
DTF_season_cos_0.975098513039961,0.0,1
DTF_season_sin_0.2551824131233728,0.0,1
DTF_season_cos_0.966892928939152,0.0,1
DTF_season_sin_0.2882906407095177,0.0,1
DTF_season_sin_0.2385125751940764,0.0,1
DTF_season_cos_0.9711394088771652,0.0,1
DTF_season_cos_0.957542952811672,0.0,1
latitude,0.013714078,2
longitude,0.01731993,2
accommodates,0.12432204,2
bedrooms,0.10587317,2
has_kitchen,0.005071961,2
has_wifi,0.0068360656,2
has_smoke_alarm,0.0046852916,2
has_essentials,0.00948616,2
has_hot_water,0.0060216933,2
has_hair_dryer,0.020894393,2
has_washer,0.01877587,2
has_iron,0.015906882,2
has_dishes_and_silverware,0.017388508,2
has_bed_linens,0.06173051,2
has_hangers,0.003984161,2
has_cooking_basics,0.08815769,2
has_refrigerator,0.026318567,2
has_heating,0.009225142,2
has_tv,0.017796613,2
has_microwave,0.022491561,2
has_shampoo,0.007105341,2
has_hot_water_kettle,0.16519967,2
has_dedicated_workspace,0.02104471,2
has_cleaning_products,0.012721953,2
bathrooms,0.10560824,2
neighbourhood_cleansed_encoded,0.012831023,2
DTF_day_of_week,0.0028800294,2
DTF_month,0.00535882,2
DTF_is_weekend,0.0034459725,2
DTF_season_sin,0.008313265,2
DTF_season_cos,0.003797763,2
distance_to_center,0.020589551,2
north_south,0.013336377,2
east_west,0.01594054,2
DTF_day_of_week_1,0.0,2
DTF_day_of_week_2,0.0,2
DTF_day_of_week_3,0.0,2
DTF_day_of_week_4,0.0,2
DTF_day_of_week_5,0.0,2
DTF_day_of_week_6,0.0,2
DTF_day_of_week_7,0.0,2
DTF_month_1,0.0,2
DTF_month_8,1.1575737e-05,2
DTF_month_9,0.0032379185,2
DTF_month_10,0.0025562607,2
DTF_month_11,2.0657899e-05,2
DTF_month_12,0.0,2
DTF_is_weekend_0,0.0,2
DTF_is_weekend_1,0.0,2
DTF_season_sin_-0.9999994220246924,0.0,2
DTF_season_sin_-0.9998699583618592,0.0,2
DTF_season_sin_-0.999832969770105,0.0,2
DTF_season_sin_-0.9994446170919858,0.0,2
DTF_season_sin_-0.9993706508539968,0.0,2
DTF_season_sin_-0.9987235240803972,0.0,2
DTF_season_sin_-0.9986126020839734,0.0,2
DTF_season_sin_-0.9977068927101168,0.0,2
DTF_season_sin_-0.9975590477788612,0.0,2
DTF_season_sin_-0.9963950238187232,0.0,2
DTF_season_sin_-0.9962102997023295,0.0,2
DTF_season_sin_-0.994788305609327,0.0,2
DTF_season_sin_-0.9945667569706336,0.0,2
DTF_season_sin_-0.9928872135356962,0.0,2
DTF_season_sin_-0.9926289059345096,0.0,2
DTF_season_sin_-0.9906923101615608,0.0,2
DTF_season_sin_-0.9903973200352558,0.0,2
DTF_season_sin_-0.9882042449941422,0.0,2
DTF_season_sin_-0.9878726596350428,0.0,2
DTF_season_sin_-0.9854237542919524,0.0,2
DTF_season_sin_-0.9850556718215012,0.0,2
DTF_season_sin_-0.9823516608469236,0.0,2
DTF_season_sin_-0.981947190186646,0.0,2
DTF_season_sin_-0.978988873740932,0.0,2
DTF_season_sin_-0.9785481345802032,0.0,2
DTF_season_sin_-0.9753363880767836,0.0,2
DTF_season_sin_-0.9748595108374124,0.0,2
DTF_season_sin_-0.97139528468375,0.0,2
DTF_season_sin_-0.9708824104813836,0.0,2
DTF_season_sin_-0.9671667297977312,0.0,2
DTF_season_sin_-0.9666180104000972,0.0,2
DTF_season_sin_-0.9626519747161488,0.0,2
DTF_season_sin_-0.9620675724981452,0.0,2
DTF_season_sin_-0.9578523554276668,0.0,2
DTF_season_sin_-0.957232443323312,0.0,2
DTF_season_sin_-0.9527692922168512,0.0,2
DTF_season_sin_-0.9521140536681102,0.0,2
DTF_season_sin_-0.9474042892438844,0.0,2
DTF_season_sin_-0.9467139181463862,0.0,2
DTF_season_sin_-0.9417589340994617,0.0,2
DTF_season_sin_-0.9410336347451196,0.0,2
DTF_season_sin_-0.935834897334994,0.0,2
DTF_season_sin_-0.9350748843515574,0.0,2
DTF_season_sin_-0.9296339319682696,0.0,2
DTF_season_sin_-0.9288394302558068,0.0,2
DTF_season_sin_-0.923157872964704,0.0,2
DTF_season_sin_-0.9223291176290545,0.0,2
DTF_season_sin_-0.9164086366943458,0.0,2
DTF_season_sin_-0.9155458729775467,0.0,2
DTF_season_sin_-0.9093882203647924,0.0,2
DTF_season_sin_-0.9084917035725082,0.0,2
DTF_season_sin_-0.9020987014301836,0.0,2
DTF_season_sin_-0.9011686968561567,0.0,2
DTF_season_sin_-0.8945422369764496,0.0,2
DTF_season_sin_-0.8935790198239952,0.0,2
DTF_season_sin_-0.886721063082993,0.0,2
DTF_season_sin_-0.8857249183835637,0.0,2
DTF_season_sin_-0.8786374941610001,0.0,2
DTF_season_sin_-0.8776087166898392,0.0,2
DTF_season_sin_-0.8702939222685674,0.0,2
DTF_season_sin_-0.8692328164574792,0.0,2
DTF_season_sin_-0.8616928164028522,0.0,2
DTF_season_sin_-0.8605996962501181,0.0,2
DTF_season_sin_-0.8528367217694595,0.0,2
DTF_season_sin_-0.8517119107469189,0.0,2
DTF_season_sin_-0.8437282590292712,0.0,2
DTF_season_sin_-0.8425720899866032,0.0,2
DTF_season_sin_-0.8343701235229538,0.0,2
DTF_season_sin_-0.8331829385891785,0.0,2
DTF_season_sin_-0.8247650844733614,0.0,2
DTF_season_sin_-0.8235472349556007,0.0,2
DTF_season_sin_-0.8149159841660791,0.0,2
DTF_season_sin_-0.8136678304455991,0.0,2
DTF_season_sin_-0.8048257371083452,0.0,2
DTF_season_sin_-0.8035476485339116,0.0,2
DTF_season_sin_-0.7944973291665992,0.0,2
DTF_season_sin_-0.7931896839451843,0.0,2
DTF_season_sin_-0.7839338166829201,0.0,2
DTF_season_sin_-0.7825970017677834,0.0,2
DTF_season_sin_-0.7731383255706026,0.0,2
DTF_season_sin_-0.7717727365467836,0.0,2
DTF_season_sin_-0.7621140503891487,0.0,2
DTF_season_sin_-0.7607200913564104,0.0,2
DTF_season_sin_-0.7508642533989489,0.0,2
DTF_season_sin_-0.7494423368521954,0.0,2
DTF_season_sin_-0.7393922635959241,0.0,2
DTF_season_sin_-0.7379428103031386,0.0,2
DTF_season_sin_-0.7277014757264236,0.0,2
DTF_season_sin_-0.7262249146041543,0.0,2
DTF_season_sin_-0.7157953492826642,0.0,2
DTF_season_sin_-0.7142921172691032,0.0,2
DTF_season_sin_-0.7036774074790128,0.0,2
DTF_season_sin_-0.7021479494046978,0.0,2
DTF_season_sin_-0.6913512362094071,0.0,2
DTF_season_sin_-0.6897960046655887,0.0,2
DTF_season_sin_-0.6788204829862355,0.0,2
DTF_season_sin_-0.6772399381909491,0.0,2
DTF_season_sin_-0.666088855860977,0.0,2
DTF_season_sin_-0.6644834655228552,0.0,2
DTF_season_sin_-0.65316012232693,0.0,2
DTF_season_sin_-0.6515303615068021,0.0,2
DTF_season_sin_-0.6400381082043503,0.0,2
DTF_season_sin_-0.6383844591746642,0.0,2
DTF_season_sin_-0.6267266965083301,0.0,2
DTF_season_sin_-0.6250496486104377,0.0,2
DTF_season_sin_-0.6132298262997502,0.0,2
DTF_season_sin_-0.6115298757991053,0.0,2
DTF_season_sin_-0.5995514915196489,0.0,2
DTF_season_sin_-0.5978291414589552,0.0,2
DTF_season_sin_-0.5856957398073508,0.0,2
DTF_season_sin_-0.5839514998576998,0.0,2
DTF_season_sin_-0.5699010576127624,0.0,2
DTF_season_sin_-0.5556819724760489,0.0,2
DTF_season_sin_-0.5412984521036173,0.0,2
DTF_season_sin_-0.5267547528105542,0.0,2
DTF_season_sin_-0.5120551783114646,0.0,2
DTF_season_sin_-0.4972040784469378,0.0,2
DTF_season_sin_-0.4822058478963526,0.0,2
DTF_season_sin_-0.4670649248774303,0.0,2
DTF_season_sin_-0.451785789832884,0.0,2
DTF_season_sin_-0.4363729641045924,0.0,2
DTF_season_sin_-0.4208310085956556,0.0,2
DTF_season_sin_-0.4051645224207563,0.0,2
DTF_season_sin_-0.3893781415452015,0.0,2
DTF_season_sin_-0.3734765374130707,0.0,2
DTF_season_sin_-0.3574644155648614,0.0,2
DTF_season_sin_-0.3413465142450361,0.0,2
DTF_season_sin_-0.3251276029999093,0.0,2
DTF_season_sin_-0.3088124812662537,0.0,2
DTF_season_sin_-0.2924059769510773,0.0,2
DTF_season_sin_-0.2759129450029604,0.0,2
DTF_season_sin_-0.2593382659754056,0.0,2
DTF_season_sin_-0.2426868445825954,0.0,2
DTF_season_sin_-0.225963608248019,0.0,2
DTF_season_sin_-0.2091735056463563,0.0,2
DTF_season_sin_-0.1923215052390948,0.0,2
DTF_season_sin_-0.1754125938042784,0.0,2
DTF_season_sin_-0.1584517749608363,0.0,2
DTF_season_sin_-0.141444067687942,0.0,2
DTF_season_sin_-0.1243945048397999,0.0,2
DTF_season_sin_-0.1073081316563624,0.0,2
DTF_season_sin_-0.0901900042703451,0.0,2
DTF_season_sin_-0.0730451882110474,0.0,2
DTF_season_sin_-0.0558787569053731,0.0,2
DTF_season_sin_-0.0386957901765268,0.0,2
DTF_season_sin_-0.0215013727408137,0.0,2
DTF_season_sin_-0.0043005927029819,0.0,2
DTF_season_sin_0.0172015754182605,0.0,2
DTF_season_sin_0.034398060613608,0.0,2
DTF_season_sin_0.0515843668694083,0.0,2
DTF_season_sin_0.0687554084811394,0.0,2
DTF_season_sin_0.0859061042613327,0.0,2
DTF_season_sin_0.1030313790431787,0.0,2
DTF_season_sin_0.1201261651823505,0.0,2
DTF_season_sin_0.1371854040566005,0.0,2
DTF_season_sin_0.1542040475626894,0.0,2
DTF_season_sin_0.1711770596101998,0.0,2
DTF_season_sin_0.1880994176117975,0.0,2
DTF_season_sin_0.2049661139694953,0.0,2
DTF_season_sin_0.2217721575564818,0.0,2
DTF_season_sin_0.2385125751940764,0.0,2
DTF_season_sin_0.2551824131233728,0.0,2
DTF_season_sin_0.2717767384711357,0.0,2
DTF_season_sin_0.2882906407095177,0.0,2
DTF_season_sin_0.3047192331091634,0.0,2
DTF_season_cos_-0.8105309990194823,0.0,2
DTF_season_cos_-0.8003361849976323,0.0,2
DTF_season_cos_-0.7899045386224707,0.0,2
DTF_season_cos_-0.7792391467859886,0.0,2
DTF_season_cos_-0.7683431655492202,0.0,2
DTF_season_cos_-0.7572198192083127,0.0,2
DTF_season_cos_-0.7458723993404063,0.0,2
DTF_season_cos_-0.734304263829602,0.0,2
DTF_season_cos_-0.722518835873311,0.0,2
DTF_season_cos_-0.7105196029692745,0.0,2
DTF_season_cos_-0.6983101158835584,0.0,2
DTF_season_cos_-0.6858939875998223,0.0,2
DTF_season_cos_-0.673274892250183,0.0,2
DTF_season_cos_-0.6604565640279754,0.0,2
DTF_season_cos_-0.6474427960827475,0.0,2
DTF_season_cos_-0.6342374393978054,0.0,2
DTF_season_cos_-0.620844401650647,0.0,2
DTF_season_cos_-0.6072676460566135,0.0,2
DTF_season_cos_-0.593511190196115,0.0,2
DTF_season_cos_-0.5795791048257612,0.0,2
DTF_season_cos_-0.5654755126737576,0.0,2
DTF_season_cos_-0.5512045872199277,0.0,2
DTF_season_cos_-0.5367705514607103,0.0,2
DTF_season_cos_-0.522177676659508,0.0,2
DTF_season_cos_-0.5074302810827518,0.0,2
DTF_season_cos_-0.4925327287220543,0.0,2
DTF_season_cos_-0.4774894280028391,0.0,2
DTF_season_cos_-0.4623048304798108,0.0,2
DTF_season_cos_-0.4469834295196741,0.0,2
DTF_season_cos_-0.4315297589714714,0.0,2
DTF_season_cos_-0.4159483918249421,0.0,2
DTF_season_cos_-0.4002439388573056,0.0,2
DTF_season_cos_-0.3844210472688554,0.0,2
DTF_season_cos_-0.3684843993077793,0.0,2
DTF_season_cos_-0.3524387108846032,0.0,2
DTF_season_cos_-0.3362887301766828,0.0,2
DTF_season_cos_-0.3200392362231385,0.0,2
DTF_season_cos_-0.3036950375106588,0.0,2
DTF_season_cos_-0.2872609705505963,0.0,2
DTF_season_cos_-0.2707418984477642,0.0,2
DTF_season_cos_-0.2541427094613622,0.0,2
DTF_season_cos_-0.2374683155584684,0.0,2
DTF_season_cos_-0.2207236509605022,0.0,2
DTF_season_cos_-0.2039136706831147,0.0,2
DTF_season_cos_-0.1870433490699165,0.0,2
DTF_season_cos_-0.1701176783204905,0.0,2
DTF_season_cos_-0.15314166701312,0.0,2
DTF_season_cos_-0.136120338622667,0.0,2
DTF_season_cos_-0.1190587300340498,0.0,2
DTF_season_cos_-0.1019618900517457,0.0,2
DTF_season_cos_-0.0848348779057653,0.0,2
DTF_season_cos_-0.0676827617545516,0.0,2
DTF_season_cos_-0.0505106171852228,0.0,2
DTF_season_cos_-0.0333235257116313,0.0,2
DTF_season_cos_-0.0161265732706577,0.0,2
DTF_season_cos_0.0010751512827982,0.0,2
DTF_season_cos_0.0182765576816912,0.0,2
DTF_season_cos_0.0354725557531255,0.0,2
DTF_season_cos_0.052658056924614,0.0,2
DTF_season_cos_0.0698279757298708,0.0,2
DTF_season_cos_0.0869772313136861,0.0,2
DTF_season_cos_0.1041007489354256,0.0,2
DTF_season_cos_0.121193461470736,0.0,2
DTF_season_cos_0.1382503109109819,0.0,2
DTF_season_cos_0.1552662498599956,0.0,2
DTF_season_cos_0.172236243027682,0.0,2
DTF_season_cos_0.1891552687200409,0.0,2
DTF_season_cos_0.2060183203251708,0.0,2
DTF_season_cos_0.2228204077947995,0.0,2
DTF_season_cos_0.239556559120927,0.0,2
DTF_season_cos_0.2562218218071163,0.0,2
DTF_season_cos_0.2728112643340191,0.0,2
DTF_season_cos_0.2893199776186952,0.0,2
DTF_season_cos_0.3057430764672831,0.0,2
DTF_season_cos_0.3220757010206104,0.0,2
DTF_season_cos_0.3383130181923076,0.0,2
DTF_season_cos_0.3544502230989869,0.0,2
DTF_season_cos_0.3704825404820963,0.0,2
DTF_season_cos_0.3864052261209853,0.0,2
DTF_season_cos_0.4022135682368036,0.0,2
DTF_season_cos_0.4179028888867866,0.0,2
DTF_season_cos_0.4334685453485363,0.0,2
DTF_season_cos_0.4489059314938798,0.0,2
DTF_season_cos_0.4642104791518923,0.0,2
DTF_season_cos_0.4793776594606945,0.0,2
DTF_season_cos_0.4944029842076181,0.0,2
DTF_season_cos_0.5092820071573356,0.0,2
DTF_season_cos_0.5240103253675756,0.0,2
DTF_season_cos_0.5385835804920232,0.0,2
DTF_season_cos_0.5529974600700271,0.0,2
DTF_season_cos_0.5672476988027229,0.0,2
DTF_season_cos_0.5813300798152042,0.0,2
DTF_season_cos_0.5952404359043674,0.0,2
DTF_season_cos_0.6089746507720486,0.0,2
DTF_season_cos_0.6225286602431057,0.0,2
DTF_season_cos_0.6358984534680745,0.0,2
DTF_season_cos_0.6490800741100398,0.0,2
DTF_season_cos_0.6620696215153815,0.0,2
DTF_season_cos_0.6748632518680403,0.0,2
DTF_season_cos_0.6874571793269664,0.0,2
DTF_season_cos_0.699847677146407,0.0,2
DTF_season_cos_0.7120310787787131,0.0,2
DTF_season_cos_0.7240037789593305,0.0,2
DTF_season_cos_0.7357622347736527,0.0,2
DTF_season_cos_0.7473029667054296,0.0,2
DTF_season_cos_0.75862255966641,0.0,2
DTF_season_cos_0.7697176640069211,0.0,2
DTF_season_cos_0.7805849965070866,0.0,2
DTF_season_cos_0.7912213413483807,0.0,2
DTF_season_cos_0.801623551065242,0.0,2
DTF_season_cos_0.8117885474764613,0.0,2
DTF_season_cos_0.8217133225960589,0.0,2
DTF_season_cos_0.8313949395234058,0.0,2
DTF_season_cos_0.8408305333122887,0.0,2
DTF_season_cos_0.8500173118187018,0.0,2
DTF_season_cos_0.8589525565270845,0.0,2
DTF_season_cos_0.8676336233547726,0.0,2
DTF_season_cos_0.8760579434344281,0.0,2
DTF_season_cos_0.8842230238742036,0.0,2
DTF_season_cos_0.8921264484954345,0.0,2
DTF_season_cos_0.8997658785476209,0.0,2
DTF_season_cos_0.9071390534005044,0.0,2
DTF_season_cos_0.9142437912130223,0.0,2
DTF_season_cos_0.9210779895789526,0.0,2
DTF_season_cos_0.9276396261490468,0.0,2
DTF_season_cos_0.9339267592294762,0.0,2
DTF_season_cos_0.9399375283564132,0.0,2
DTF_season_cos_0.9456701548465688,0.0,2
DTF_season_cos_0.9511229423235356,0.0,2
DTF_season_cos_0.9524422234305676,0.0,2
DTF_season_cos_0.956294277219772,0.0,2
DTF_season_cos_0.957542952811672,0.0,2
DTF_season_cos_0.9611826292540836,0.0,2
DTF_season_cos_0.9623603298276544,0.0,2
DTF_season_cos_0.9657865518844574,0.0,2
DTF_season_cos_0.966892928939152,0.0,2
DTF_season_cos_0.9701046827361176,0.0,2
DTF_season_cos_0.9711394088771652,0.0,2
DTF_season_cos_0.974135744004672,0.0,2
DTF_season_cos_0.975098513039961,0.0,2
DTF_season_cos_0.9778785428342386,0.0,2
DTF_season_cos_0.9787690698649216,0.0,2
DTF_season_cos_0.9813319716704276,0.0,2
DTF_season_cos_0.9821499931752292,0.0,2
DTF_season_cos_0.9844950085880858,0.0,2
DTF_season_cos_0.985240282501282,0.0,2
DTF_season_cos_0.9873667175937016,0.0,2
DTF_season_cos_0.988039023376751,0.0,2
DTF_season_cos_0.989946248902378,0.0,2
DTF_season_cos_0.9905453876091832,0.0,2
DTF_season_cos_0.9922328391893008,0.0,2
DTF_season_cos_0.9927586335250792,0.0,2
DTF_season_cos_0.994225811815616,0.0,2
DTF_season_cos_0.9946781061893646,0.0,2
DTF_season_cos_0.99592457702866,0.0,2
DTF_season_cos_0.9963032375991964,0.0,2
DTF_season_cos_0.9973286321364752,0.0,2
DTF_season_cos_0.9976335468520452,0.0,2
DTF_season_cos_0.9984375616565666,0.0,2
DTF_season_cos_0.9986686402879996,0.0,2
DTF_season_cos_0.999251037438848,0.0,2
DTF_season_cos_0.9994082116062598,0.0,2
DTF_season_cos_0.999768818762748,0.0,2
DTF_season_cos_0.9998520419557736,0.0,2
DTF_season_cos_0.9999907524084426,0.0,2
DTF_season_cos_0.9292372181882051,0.0,2
DTF_season_cos_0.9470596510722284,0.0,2
DTF_season_sin_0.3694836834473831,0.0,2
DTF_season_sin_0.3854133594543256,0.0,2
DTF_season_cos_0.9159777842484876,0.0,2
DTF_season_cos_0.9354554315134164,0.0,2
DTF_season_sin_0.3534446712740877,0.0,2
DTF_season_cos_0.9413968285264122,0.0,2
DTF_season_sin_0.3373010691361842,0.0,2
DTF_season_sin_0.4012289854475009,0.0,2
DTF_season_sin_0.4169258813287287,0.0,2
DTF_season_cos_0.908940487313808,0.0,2
DTF_season_cos_0.9227440286201428,0.0,2
DTF_season_sin_0.321057654185271,0.0,2
latitude,0.013546366,3
longitude,0.015429529,3
accommodates,0.12365022,3
bedrooms,0.09984536,3
has_kitchen,0.004602559,3
has_wifi,0.0062232562,3
has_smoke_alarm,0.004649333,3
has_essentials,0.0095448075,3
has_hot_water,0.006322806,3
has_hair_dryer,0.019173853,3
has_washer,0.018071346,3
has_iron,0.014673129,3
has_dishes_and_silverware,0.018073872,3
has_bed_linens,0.06062231,3
has_hangers,0.0036883815,3
has_cooking_basics,0.078847475,3
has_refrigerator,0.026109504,3
has_heating,0.008932453,3
has_tv,0.016272744,3
has_microwave,0.025921812,3
has_shampoo,0.0062690126,3
has_hot_water_kettle,0.18680708,3
has_dedicated_workspace,0.022062814,3
has_cleaning_products,0.012271959,3
bathrooms,0.09339954,3
neighbourhood_cleansed_encoded,0.013116341,3
DTF_day_of_week,0.0035100195,3
DTF_month,0.0037140094,3
DTF_is_weekend,0.004080859,3
DTF_season_sin,0.008355987,3
DTF_season_cos,0.004605146,3
distance_to_center,0.019561205,3
north_south,0.010415615,3
east_west,0.020080464,3
DTF_day_of_week_1,0.0,3
DTF_day_of_week_2,0.0,3
DTF_day_of_week_3,0.0,3
DTF_day_of_week_4,0.0,3
DTF_day_of_week_5,0.0,3
DTF_day_of_week_6,0.0,3
DTF_day_of_week_7,0.0,3
DTF_month_1,4.28232e-05,3
DTF_month_8,0.0,3
DTF_month_9,0.008579224,3
DTF_month_10,0.006179409,3
DTF_month_11,9.555929e-05,3
DTF_month_12,0.0,3
DTF_is_weekend_0,0.002651825,3
DTF_is_weekend_1,0.0,3
DTF_season_sin_-0.9999994220246924,0.0,3
DTF_season_sin_-0.9998699583618592,0.0,3
DTF_season_sin_-0.999832969770105,0.0,3
DTF_season_sin_-0.9994446170919858,0.0,3
DTF_season_sin_-0.9993706508539968,0.0,3
DTF_season_sin_-0.9987235240803972,0.0,3
DTF_season_sin_-0.9986126020839734,0.0,3
DTF_season_sin_-0.9977068927101168,0.0,3
DTF_season_sin_-0.9975590477788612,0.0,3
DTF_season_sin_-0.9963950238187232,0.0,3
DTF_season_sin_-0.9962102997023295,0.0,3
DTF_season_sin_-0.994788305609327,0.0,3
DTF_season_sin_-0.9945667569706336,0.0,3
DTF_season_sin_-0.9928872135356962,0.0,3
DTF_season_sin_-0.9926289059345096,0.0,3
DTF_season_sin_-0.9906923101615608,0.0,3
DTF_season_sin_-0.9903973200352558,0.0,3
DTF_season_sin_-0.9882042449941422,0.0,3
DTF_season_sin_-0.9878726596350428,0.0,3
DTF_season_sin_-0.9854237542919524,0.0,3
