date,rmse,mae,r2,mape,n_samples
2024-01-05,126.61016619314442,68.75569651192035,0.45709923385332607,31.95074070919677,1573
2024-01-06,125.02093904113205,67.95539665909283,0.45928289357479835,31.611100783008762,1573
2024-01-07,117.11177158370546,63.53090158370774,0.46152298124800684,31.795980850976463,1573
2024-01-08,115.28113071648299,62.75280050110783,0.45833431318371576,32.1406164280069,1573
2024-01-09,115.05406841208217,62.41948379109183,0.4569488758668945,32.166605318096046,1573
2024-01-10,115.29382346560837,62.53022001476251,0.45447463500317964,32.044454460904035,1573
2024-01-11,115.36361754921263,62.56787476455743,0.4563618204078834,32.11470716636082,1573
2024-01-12,117.55042559153415,63.36288005928287,0.4607571442083981,31.506796975933387,1573
2024-01-13,117.77324021531444,63.3306134954098,0.460517284767079,31.128497357074085,1573
2024-01-14,115.12844578499077,62.127357490993845,0.4539885098673494,31.615264994021764,1573
2024-01-15,114.03715658969153,61.85279726229323,0.45535519473890396,31.921423559551176,1573
2024-01-16,116.25543967953523,62.725332494154905,0.44719133120226184,32.08201028950072,1573
2024-01-17,116.82541301783452,62.69132238647953,0.4468288722749979,31.778339104400217,1573
2024-01-18,116.91670249576771,62.70306272965463,0.4486983663551556,31.766284119653736,1573
2024-01-19,118.85341079987799,63.71261365970935,0.4552456125675307,31.388820623831442,1573
2024-01-20,119.4158361544129,63.72195448312599,0.4539767350745676,31.05230648595046,1573
2024-01-21,115.45697093514181,62.24478322566882,0.4490916435617749,31.499923802056003,1573
2024-01-22,116.2202993719541,62.65459811402014,0.44846897390853924,31.959191707776725,1573
2024-01-23,116.80085980687443,62.89530296349935,0.4455873761881751,32.08464112968875,1573
2024-01-24,119.40541619146428,63.96486848126683,0.43879047572863383,32.045299179994366,1573
2024-01-25,119.43910155435947,63.82129395960447,0.44115126560771756,31.99853734891708,1573
2024-01-26,124.42348010648192,65.44052832721275,0.43726258884938174,31.635421471633467,1573
2024-01-27,125.30991961175191,65.42011693060006,0.43423978936019536,31.25774130320514,1573
2024-01-28,119.4646087527532,63.04886270301982,0.43917235994005366,31.570247445516465,1573
2024-01-29,118.3414495300201,63.0384961261818,0.44318143799416543,31.895384294353157,1573
2024-01-30,115.40661000159474,62.19057900715136,0.45210873500721704,31.95245821970695,1573
2024-01-31,116.11429919726854,62.426965253942726,0.44908267368027666,31.846164618262407,1573
2024-02-01,119.24393403528462,62.971915140574346,0.4423631505471699,31.672539425236394,1573
2024-02-02,121.09118611973027,64.05295695559305,0.45178674188105283,31.263073183222485,1573
2024-02-03,121.45318159942141,63.91365757623095,0.45087863017035124,30.787117852515472,1573
2024-02-04,117.57779594563782,62.191809667776035,0.44804277061795617,31.198406489196717,1573
2024-02-05,118.09366083322217,62.58088872513041,0.44814064404669296,31.552391318486094,1573
2024-02-06,118.57207486713672,62.67828675270283,0.4460009624069833,31.537769103396368,1573
2024-02-07,119.90416252531016,62.85710291893812,0.4401967166728038,31.366752419322737,1573
2024-02-08,119.60726011460524,62.9990766694622,0.4435231852390501,31.44370009177259,1573
