test_listing_id,neighbor_listing_id,rank,distance
759183101484962093,800435649669874143,1,0.00024402141571044922
759183101484962093,886604603934406539,2,0.0002792477607727051
759183101484962093,808496600023494143,3,0.00034499168395996094
759183101484962093,764993598249057815,4,0.00035369396209716797
759183101484962093,34194880,5,0.00036203861236572266
21631155,680381975787375266,1,0.002741575241088867
43938078,43776174,1,3.5703182220458984e-05
43938078,35190141,2,7.18235969543457e-05
43938078,18301068,3,8.940696716308594e-05
43938078,26597805,4,9.202957153320312e-05
43938078,18937013,5,9.79304313659668e-05
758045506546477107,882690241428567036,1,5.9485435485839844e-05
758045506546477107,619985224549255261,2,9.608268737792969e-05
758045506546477107,624680695707352716,3,0.00012552738189697266
758045506546477107,775466391892398620,4,0.00014257431030273438
758045506546477107,748622699683505970,5,0.00017011165618896484
891776128234485760,52926998,1,3.337860107421875e-05
891776128234485760,604856409996107467,2,3.9577484130859375e-05
891776128234485760,37524425,3,4.57763671875e-05
891776128234485760,926193378157851905,4,6.413459777832031e-05
891776128234485760,826576495041027253,5,6.413459777832031e-05
43939941,35414808,1,1.0132789611816406e-05
43939941,30971759,2,2.1457672119140625e-05
43939941,833803155428142966,3,2.8371810913085938e-05
43939941,563448777390038522,4,2.8967857360839844e-05
43939941,497821,5,2.9206275939941406e-05
6130116,15781428,1,0.00037539005279541016
21609871,21581133,1,0.0
21609871,21581164,2,0.0
21609871,21609872,3,2.384185791015625e-07
21609871,39935037,4,4.881620407104492e-05
21609871,11091515,5,7.939338684082031e-05
756985989685454005,48003330,1,0.0001360177993774414
756985989685454005,47108856,2,0.00014543533325195312
756985989685454005,685960986159037947,3,0.00016820430755615234
756985989685454005,783092530863289843,4,0.00016868114471435547
756985989685454005,43808467,5,0.00022673606872558594
43951089,831067360756857685,1,2.3365020751953125e-05
43951089,771458635308604377,2,2.3484230041503906e-05
43951089,23030923,3,2.4199485778808594e-05
43951089,18411221,4,2.8967857360839844e-05
43951089,47709983,5,2.950429916381836e-05
892043933954584264,625804594031124835,1,0.00011551380157470703
43953816,791094074203356108,1,0.0
43953816,50929627,2,7.3909759521484375e-06
43953816,674527854171381537,3,1.704692840576172e-05
43953816,876748160245975676,4,2.5033950805664062e-05
43953816,44202550,5,6.079673767089844e-05
891053799197622103,24371000,1,0.0005784034729003906
43878170,883996887872895681,1,0.0005537271499633789
764378042634833313,555915212166499971,1,1.3887882232666016e-05
764378042634833313,767861281871947067,2,2.9325485229492188e-05
764378042634833313,707295595395672819,3,3.445148468017578e-05
764378042634833313,11710116,4,3.731250762939453e-05
764378042634833313,669648857779584202,5,4.0650367736816406e-05
21780368,39945555,1,0.002044498920440674
21960582,30191668,1,0.0
21960582,21609870,2,5.733966827392578e-05
21960582,21581133,3,0.00012153387069702148
21960582,21581164,4,0.00012165307998657227
21960582,21609872,5,0.00012171268463134766
43378576,45820812,1,0.0024520158767700195
43464775,37413868,1,0.0023720860481262207
889041660577625624,674525284050712019,1,8.702278137207031e-06
889041660577625624,47791838,2,3.9458274841308594e-05
889041660577625624,50929468,3,8.660554885864258e-05
889041660577625624,45539470,4,8.690357208251953e-05
889041660577625624,806382489927086942,5,0.00010454654693603516
763641987072506214,906567353951086168,1,0.00024080276489257812
763641987072506214,39356830,2,0.0002639293670654297
763641987072506214,52023747,3,0.0002904534339904785
763641987072506214,651043647378410741,4,0.00033277273178100586
763641987072506214,775178177572448604,5,0.0003427267074584961
21888686,16542319,1,1.6689300537109375e-06
43492556,37071578,1,3.230571746826172e-05
43492556,29952794,2,4.839897155761719e-05
43492556,13625925,3,7.069110870361328e-05
43492556,18380854,4,7.915496826171875e-05
43492556,34426853,5,9.000301361083984e-05
21814331,912342356902294549,1,0.015286922454833984
43492989,21263004,1,5.447864532470703e-05
43492989,24010692,2,0.00015270709991455078
43492989,8978922,3,0.00016367435455322266
43492989,21742737,4,0.00022029876708984375
43492989,6217939,5,0.0002468228340148926
762939616040755771,802013544913479015,1,0.0
762939616040755771,810725143789558297,2,5.960464477539063e-08
762939616040755771,904116491273367099,3,2.950429916381836e-05
762939616040755771,969409699883268818,4,3.337860107421875e-05
762939616040755771,949001222425164317,5,3.349781036376953e-05
889602354199787270,777478072805505517,1,7.712841033935547e-05
889602354199787270,32605058,2,0.00013113021850585938
889602354199787270,884470351358161137,3,0.00015741586685180664
889602354199787270,573242429250599167,4,0.00016570091247558594
889602354199787270,923662525508183316,5,0.00016582012176513672
43533546,44298290,1,0.011633157730102539
43662129,19793878,1,0.010574281215667725
21686841,720535097322468332,1,0.005584001541137695
762223649733635121,931249489696041400,1,0.00024765729904174805
762223649733635121,685362350519529870,2,0.0003037452697753906
762223649733635121,664276716348812495,3,0.0004139542579650879
890234059384758550,820770888982241910,1,0.036557793617248535
21774098,19651907,1,6.502866744995117e-05
21774098,18975111,2,9.524822235107422e-05
21774098,40854403,3,9.572505950927734e-05
21774098,42548215,4,0.00010967254638671875
21774098,29725174,5,0.0001214742660522461
43695095,796008358952356547,1,0.0003497600555419922
43695095,2121252,2,0.00039118528366088867
762029839984380941,840391566981635413,1,1.6927719116210938e-05
762029839984380941,662772806657354569,2,3.319978713989258e-05
762029839984380941,578616663040446595,3,3.916025161743164e-05
762029839984380941,943378067223492102,4,4.26173210144043e-05
762029839984380941,807828910032050647,5,4.857778549194336e-05
21751527,3033765,1,0.0109977126121521
43711101,751120946051000297,1,1.430511474609375e-06
43711101,959903143017892850,2,3.0994415283203125e-06
43711101,897019709823762157,3,3.4570693969726562e-06
43711101,569983630586992579,4,6.4373016357421875e-06
43711101,46915714,5,7.867813110351562e-06
43711562,958670939554502137,1,7.092952728271484e-06
43711562,18189042,2,8.52346420288086e-06
43711562,678670320550546324,3,8.52346420288086e-06
43711562,830948970135565440,4,1.233816146850586e-05
43711562,866390610118344131,5,1.233816146850586e-05
890421224882461663,841158810132064744,1,1.0848045349121094e-05
890421224882461663,6312377,2,2.6345252990722656e-05
890421224882461663,609846374574026541,3,2.6941299438476562e-05
890421224882461663,46506547,4,2.7894973754882812e-05
890421224882461663,25265262,5,3.349781036376953e-05
761359496730570988,547577669129679551,1,9.655952453613281e-06
761359496730570988,933026965121606600,2,1.8596649169921875e-05
761359496730570988,46015307,3,1.9073486328125e-05
761359496730570988,16268793,4,1.9431114196777344e-05
761359496730570988,854212638632767042,5,1.9550323486328125e-05
21733538,36048869,1,8.529424667358398e-05
21733538,39596431,2,0.00012314319610595703
21733538,24568821,3,0.0001436471939086914
21733538,2928599,4,0.00014632940292358398
21733538,12981239,5,0.0001538395881652832
43794660,48715617,1,3.314018249511719e-05
43794660,928050311314487025,2,4.220008850097656e-05
43794660,567141216696300478,3,4.553794860839844e-05
43794660,48958515,4,5.060434341430664e-05
43794660,52420236,5,5.316734313964844e-05
23085084,33678528,1,0.00013065338134765625
23085084,43352031,2,0.00021278858184814453
23085084,35261856,3,0.000258028507232666
23085084,19693549,4,0.0003399848937988281
768890721754687491,47772617,1,7.510185241699219e-06
768890721754687491,841753540426225575,2,1.3589859008789062e-05
768890721754687491,655487643980629531,3,2.1636486053466797e-05
768890721754687491,812793292364233604,4,4.655122756958008e-05
768890721754687491,969312056986900257,5,5.9604644775390625e-05
42555824,40323985,1,0.002184271812438965
24320677,42261283,1,7.838010787963867e-05
24320677,41151792,2,0.00019603967666625977
24320677,40078249,3,0.00022584199905395508
24320677,40171044,4,0.00034427642822265625
24320677,17076265,5,0.0003624558448791504
41545806,920059860175172853,1,0.0001093149185180664
41545806,575256575034566865,2,0.00012600421905517578
41545806,45063215,3,0.00013947486877441406
41545806,22331599,4,0.00014960765838623047
41545806,43891797,5,0.00015044212341308594
775898764702396262,20975896,1,1.0728836059570312e-05
775898764702396262,24276143,2,0.00013899803161621094
775898764702396262,669648857779584202,3,0.00017380714416503906
775898764702396262,30216959,4,0.00017654895782470703
775898764702396262,23711740,5,0.0001819133758544922
879591557873388711,44145106,1,0.0019366741180419922
24444902,787558594703068373,1,0.0028148889541625977
41554435,45667697,1,5.269050598144531e-05
41554435,867196843590353517,2,7.992982864379883e-05
41554435,31524677,3,8.177757263183594e-05
41554435,835542282539530241,4,8.302927017211914e-05
41554435,10334886,5,8.487701416015625e-05
24348752,24745870,1,0.0005224943161010742
1143342,49028338,1,0.0019805431365966797
41617585,43829164,1,0.00020301342010498047
41617585,31507391,2,0.00025463104248046875
41617585,39679874,3,0.0002865791320800781
41617585,24386594,4,0.00029987096786499023
41617585,21374312,5,0.00030541419982910156
879594150085034783,831762942899468549,1,0.0005763769149780273
41697365,50142436,1,9.870529174804688e-05
41697365,42000601,2,0.00012105703353881836
41697365,53352857,3,0.00013750791549682617
41697365,764439164510557858,4,0.00013977289199829102
41697365,25255886,5,0.0001410841941833496
24331580,829022684137066255,1,0.001035153865814209
775786984084441396,29920150,1,0.0
775786984084441396,21723043,2,0.0
775786984084441396,701198049793319994,3,0.0
775786984084441396,709297452932970488,4,0.0
775786984084441396,27073608,5,0.0
41732243,609202420937475164,1,0.0001399517059326172
41732243,869223471867925229,2,0.0001525282859802246
41732243,51972413,3,0.00023597478866577148
41732243,581866620226526489,4,0.0003222227096557617
41732243,647136244708954637,5,0.0003542900085449219
5670818,22304346,1,3.159046173095703e-05
5670818,2001419,2,3.62396240234375e-05
5670818,18136594,3,9.655952453613281e-05
5670818,42068685,4,9.924173355102539e-05
5670818,20610629,5,0.00011044740676879883
879837477564728641,50619548,1,0.013986349105834961
41733346,44975640,1,0.00012314319610595703
41733346,918033845689093380,2,0.00014209747314453125
41733346,46275213,3,0.00019490718841552734
41733346,18818753,4,0.00021004676818847656
41733346,34380017,5,0.0002472400665283203
775786725460430980,29920150,1,0.0
775786725460430980,21723043,2,0.0
775786725460430980,701198049793319994,3,0.0
775786725460430980,709297452932970488,4,0.0
775786725460430980,27073608,5,0.0
24283840,38446941,1,0.0011664628982543945
41769816,41908200,1,3.331899642944336e-05
41769816,40672395,2,9.804964065551758e-05
41769816,36229347,3,0.00010889768600463867
41769816,13469312,4,0.0001131892204284668
41769816,19983538,5,0.00014066696166992188
775323846072451840,764448031731509728,1,0.00011754035949707031
775323846072451840,749127746101874715,2,0.0001577138900756836
775323846072451840,709084514737758060,3,0.0002327561378479004
775323846072451840,33865434,4,0.00023925304412841797
775323846072451840,46187001,5,0.00025856494903564453
880922676077305624,694217453721201166,1,1.1622905731201172e-05
880922676077305624,713575338054197956,2,7.31348991394043e-05
880922676077305624,837449617302623320,3,8.654594421386719e-05
880922676077305624,709390079529025347,4,0.00010150671005249023
880922676077305624,52889380,5,0.00010973215103149414
24248172,23960184,1,0.0
24248172,947756033228756578,2,2.2411346435546875e-05
24248172,497821,3,2.396106719970703e-05
24248172,630360475198455267,4,2.574920654296875e-05
24248172,563448777390038522,5,2.6941299438476562e-05
41780973,5629209,1,0.002307891845703125
41808020,30337836,1,0.008562326431274414
24222532,33161447,1,0.00342637300491333
775288770504212102,886161388800751503,1,1.1861324310302734e-05
775288770504212102,896189069137175204,2,1.811981201171875e-05
775288770504212102,45321979,3,1.8477439880371094e-05
775288770504212102,784546973284944147,4,1.8715858459472656e-05
775288770504212102,52834775,5,1.990795135498047e-05
24450084,26856197,1,4.4345855712890625e-05
24450084,35575679,2,0.00018107891082763672
24450084,46870517,3,0.00020003318786621094
24450084,41340427,4,0.00020384788513183594
24450084,40978653,5,0.00021409988403320312
41488844,34932260,1,0.0012088418006896973
881912949946783685,669286382848365362,1,0.0011260509490966797
777376410366640364,778671142075582309,1,0.0010280013084411621
877720145459180193,836064346904591204,1,0.018071413040161133
41078051,20463074,1,0.007783651351928711
778738237984664058,640489944112369179,1,0.007457256317138672
24639607,23886775,1,0.0
24639607,23896751,2,0.0
24639607,23887068,3,0.0
24639607,24639323,4,0.0
24639607,24639334,5,0.0
41078236,43274748,1,0.010376989841461182
41078587,41078741,1,0.0
41078587,41078897,2,0.0
41078587,41078413,3,0.0
41078587,43274419,4,3.218650817871094e-05
41078587,41076955,5,0.00016605854034423828
778209219542952721,904852872778984513,1,2.205371856689453e-06
778209219542952721,893421998137342908,2,1.7344951629638672e-05
778209219542952721,949151210347007343,3,2.1398067474365234e-05
778209219542952721,878016485639914603,4,2.2113323211669922e-05
778209219542952721,857004870947221995,5,2.3663043975830078e-05
878186558424376367,32635742,1,0.0015693902969360352
24639340,23886501,1,0.0
24639340,23868133,2,0.0
24639340,24639347,3,0.0
24639340,40687935,4,4.0531158447265625e-05
24639340,24639334,5,4.392862319946289e-05
41163323,42876064,1,0.022420823574066162
24628745,14004902,1,4.279613494873047e-05
24628745,17549634,2,6.937980651855469e-05
24628745,38687722,3,8.565187454223633e-05
24628745,13905913,4,9.822845458984375e-05
24628745,22350527,5,9.942054748535156e-05
41165221,42548215,1,1.9788742065429688e-05
41165221,29725174,2,2.3365020751953125e-05
41165221,30503159,3,2.5570392608642578e-05
41165221,20137516,4,2.8848648071289062e-05
41165221,17681495,5,2.9265880584716797e-05
878623010591562779,762032258403225908,1,2.9206275939941406e-05
878623010591562779,53581693,2,0.00017261505126953125
878623010591562779,46520567,3,0.00019550323486328125
878623010591562779,775878916237988994,4,0.0002199411392211914
878623010591562779,823114742376677034,5,0.0002536773681640625
776039625857213508,3409625,1,0.0001677870750427246
776039625857213508,633923144762642596,2,0.00024771690368652344
776039625857213508,50607295,3,0.0002754330635070801
776039625857213508,633411908677280719,4,0.0004019737243652344
24579108,46363374,1,0.0006544589996337891
41221517,44090931,1,0.0015448331832885742
3537668,13107764,1,0.0015708208084106445
24569792,633008082610755252,1,0.0021291375160217285
777324449234744030,925335286628491374,1,0.0001207590103149414
777324449234744030,764535112659221216,2,0.00014412403106689453
777324449234744030,557741417781523574,3,0.0001811981201171875
777324449234744030,37910618,4,0.00019633769989013672
777324449234744030,32326762,5,0.00021123886108398438
878626804970350715,724378017883163147,1,0.00014913082122802734
878626804970350715,725136626555880980,2,0.00014913082122802734
878626804970350715,725858205569509507,3,0.00014913082122802734
878626804970350715,658585099599345818,4,0.00015288591384887695
878626804970350715,542557564879803263,5,0.00015288591384887695
41340085,13010570,1,5.7578086853027344e-05
41340085,32488658,2,0.00015091896057128906
41340085,40699784,3,0.00017952919006347656
41340085,35723796,4,0.0002562999725341797
41340085,23971114,5,0.0003108978271484375
776568321721631331,43808467,1,9.250640869140625e-05
776568321721631331,44202569,2,0.00029659271240234375
776568321721631331,51318717,3,0.0003528594970703125
776568321721631331,47108856,4,0.0003815889358520508
776568321721631331,783092530863289843,5,0.0004152059555053711
24465645,704835474930906028,1,7.092952728271484e-06
24465645,835996373554038336,2,7.68899917602539e-06
24465645,618754230914821938,3,7.808208465576172e-06
24465645,594818417484545543,4,1.0311603546142578e-05
24465645,27748516,5,1.1146068572998047e-05
41359215,40987156,1,0.0
41359215,39540916,2,3.159046173095703e-06
41359215,34355479,3,0.00018137693405151367
41359215,793279288617071598,4,0.00040781497955322266
41454472,623157661789286261,1,0.0023878812789916992
557051,29118911,1,0.002642393112182617
41850730,795042748212590686,1,1.3828277587890625e-05
41850730,605790272802758812,2,1.430511474609375e-05
41850730,50327361,3,1.7762184143066406e-05
41850730,794756668573185493,4,3.4809112548828125e-05
41850730,4472508,5,3.707408905029297e-05
24173501,24276143,1,2.6464462280273438e-05
24173501,951326840415543213,2,3.165006637573242e-05
24173501,669648857779584202,3,3.9577484130859375e-05
24173501,885528931762245934,4,4.3451786041259766e-05
24173501,767861281871947067,5,5.054473876953125e-05
23154355,24040168,1,0.002449929714202881
23675456,29708550,1,0.0004949569702148438
42185914,681086270370697196,1,0.0019375085830688477
23726362,938213135850258961,1,1.8537044525146484e-05
23726362,675941222827226711,2,1.895427703857422e-05
23726362,22160512,3,2.3663043975830078e-05
23726362,608356792369586795,4,2.4437904357910156e-05
23726362,866390610118344131,5,2.562999725341797e-05
42285787,49022095,1,4.172325134277344e-06
42285787,716419100209668326,2,6.139278411865234e-06
42285787,938253985184591605,3,9.179115295410156e-06
42285787,46506548,4,9.417533874511719e-06
42285787,938270436803424036,5,9.417533874511719e-06
771665728542671645,671529897230695587,1,6.67572021484375e-05
771665728542671645,823112232610187165,2,0.0001270771026611328
771665728542671645,580209050284397673,3,0.0002028346061706543
771665728542671645,689559705094915884,4,0.0003619194030761719
